FCGR2C
NPEPPSP1
AIFM2
F8
CDC14C
SLC37A4
ZFPM2
DEFB106B
TFF2
KLHL40
PROK1
IDE
OR6C74
ALKBH8
POMGNT2
KDM5D
GZMA
GJA1
TGM2
BCL2L15
OR6C4
TXNIP
NAA60
NEK6
DLG5
FZD2
CTNS
OTOP1
IGFBP6
MAST3
AARS2
PTPRE
OR2L2
COL9A3
MUC2
SLC9B1
STMN4
CYP4A22
ADAM17
PDE4D
RNF112
NUAK1
ENTPD6
ODAM
CILP2
MYZAP
CD2
BLVRA
RPL26
PSMA3
PDE6C
IPMK
OR8B4
OR51I1
SF3B1
CA9
MTMR9
CDH17
XPNPEP3
H19
ADH1B
CLNK
OR4C15
MLST8
RTCA
ADAM21P1
DUSP2
CYP8B1
ADCY8
AKR1B1
USP53
GSTM4
KRT10
LYZL4
CNTFR
MS4A2
TSSK6
OGT
SLC44A4
FBXO45
IL19
BAAT
SLC5A6
SEC14L4
ADAMTS14
ABCC12
ESR2
KCNK4
GCG
DMRTA1
G6PD
IDUA
OR1L1
DEAF1
FAAH2
METTL23
SMC3
GRAMD1B
TRPC7
KCNK1
GRM1
DMTF1
HOXA9
SOGA1
NUCKS1
TKFC
ARAP2
CHRNB2
SLAMF7
OR5K3
GRB7
P3H1
CYP4Z2P
PPA2
ABCA8
PXDNL
HBP1
PTPN11
CRAT
MBL2
KCNQ3
TM4SF1
CTSLP3
GLIPR1
MAP4K3
SLC46A2
TRAV14DV4
OR2AK2
APH1A
FZD3
BSX
USP2
CRYGS
TAF7
SLC35B4
CLIC2
CTPS2
OR4C16
TFAM
LRRC32
IL32
KCNJ6
CLEC4G
SLC23A1
AFAP1L2
HOGA1
PROC
ENO1
RHOB
WDR1
DIAPH3
DUXA
POP1
PLCZ1
TSG101
UTS2B
DPYSL2
KCNB1
PTPRN
TFPI2
LIPF
PDZD2
ATF7
SLC51B
RAD50
NRG1
TTI2
LALBA
CA2
MAGEB2
IL4
PKM
FLT3
SLC51A
PRB3
CPT2
GSS
PKD1L2
ASIC3
CANX
PROZ
ARHGAP12
COQ6
NSUN3
GADD45B
STK17A
H3C6
PTCH1
OR1K1
MDGA2
GGTLC3
GABRG2
ANGPTL8
IMPDH1
HLA-DMA
BMP2KL
IFNA8
LHB
ATL1
KLHL18
ARPP21
UFC1
CP
CSF2RA
FANCG
SLC7A5P2
SLC4A2
CXADR
KCNS1
SLC35F6
OR11A1
ESM1
TNKS
UBE2L6
GNS
ROCK2
PAX5
MASP2
GBA2
TLR6
SPR
CDK19
FANCA
AKR1C3
IL1A
VWC2
EPN1
LYPD5
GLYCTK
GPR171
ALCAM
REN
OCA2
STK11
ZRSR2
FANCI
SLC25A1
PLCB3
OR5G3
CMA1
SCGN
PIF1
PPP1R3B
OR4C45
ARID4A
ACHE
OR52N2
CD3G
HCK
PLXNC1
TBXAS1
MSMO1
RBM39
GALNT2
ESRRB
GSX2
CTSS
SDF2
NUDC
LILRA5
MID1
CCL28
CPOX
ING5
MAGT1
LAMA4
CD72
CDK5RAP2
UGT1A4
PPARA
FREM1
TSSK3
JADE1
USP28
TIMP3
SOX3
PDCD10
KLK1
ERVK-25
OR5K2
MATN1
TRAPPC6B
GNAS
AUNIP
NPAS4
ATF6
DBP
TUBA1A
GPR161
EDDM3B
SLC24A1
MPI
NT5C3A
EBF1
PGAM4
USP8P1
PLA2G4C
OGFR
ZBTB7B
SLC52A3
RAET1E
KCNG4
DKK1
NEK7
CHST6
LGALS7
E2F2
FRRS1
TNNI2
UBE2C
LY86
NFIL3
RND3
TXNDC11
MT-ND5
PRKAB2
COTL1
TINAGL1
TRBV14
TK2
PAPPA
TAS2R40
KCNN2
TKTL1
CMKLR1
NCSTN
RGS12
ASPN
SIX5
LOC653303
PPA1
INSL4
TP53AIP1
NPTX2
RLIM
LCN8
FOXA1
EIF3H
CDKN2C
SLC44A3
ARPC1B
ZNF469
STK38L
TNFRSF4
S100A13
TRGC2
MAP2K7
PDGFRL
CD47
ALDH1B1
MTFMT
TAOK1
FXYD2
PLOD2
LTBP4
CACNA1A
RIGI
TRIM62
PSMD6
OR52E2
CHMP4A
OR11H6
TLE6
CAPN6
MELTF
OR2D3
ENOX2
SMG9
WNT5B
GALP
TAC1
VWA2
CASP12
VAMP3
TRAV40
TLR10
GKN2
NCOR1
FDX1
KCNH8
KIF13A
HSD17B6
CDIPT
ITGA4
CHAF1A
IGSF10
ADGRG1
ZFP42
NOTCH1
DENND4C
EPHX2
CYP3A
RPE65
HOXC12
RFC1
SULT2B1
PIK3CA
PDLIM5
LGR6
PJVK
CD24
BRD2
MAG
FBXW8
ADCYAP1
OR13D1
TRGV4
RPLP1
USP47
ANK1
AADAC
NMNAT1
HLA-DQB1
TLN2
WDHD1
MAP3K10
PRF1
P2RX5
MYL12A
GPR68
UNC13B
SPAG11B
PRLHR
AWAT2
PLSCR1
OR5G1P
SYNE2
INHBE
SLC4A3
CHI3L1
TNIP1
KCNA1
TRAF2
TRPV3
SLC27A3
PRKAA2
C1QBP
ROBO1
PHYHD1
PLCXD2
ATOH7
CDK13
ZNF195
COL6A6
HNRNPUL1
E2F8
MYOC
ARSC2
ENOSF1
FAM3C
ELF1
LAP3
VARS2
NOS3
MYL2
CCR3
SMG6
DSG3
P2RX3
NME6
KLHL36
INS
RPTN
RPL34
NFE2L2
CABP2
KRT5
ZAR1L
TCEA2
BHLHE40
KCNH4
LTBP2
AK6
SLC25A3
DNAI2
PRKCI
LIPH
KLHL24
GNRH1
CRADD
CAPN13
IPPK
VKORC1L1
CD320
SLC49A3
TXNDC2
IL12A
JOSD2
COX6A2
OR4F4
ZNF280A
KRAS
AMZ1
OR2G2
FMO1
IFNA17
LY6G6C
HSFX4
CAT
TRBV2
LCT
CNDP2
IGF1R
ACOT1
SMN2
C8B
SLC7A5P1
CD63
MXD1
TRDC
PTGDR
SLC9A5
SLC25A13
CRLS1
ARSK
PDE5A
OR52I2
OR4D10
ENHO
HCST
STING1
HVCN1
RUNX1T1
ABHD6
TRIM33
PITX1
PDGFRA
GIP
ARSD
DCX
CMPK2
ITGAV
EGLN2
ATP1B2
PDP1
KIR3DL3
OR52W1
MARCHF7
CASP5
FOXD4L1
CGB3
HSFX1
GLI1
PKIA
OR10C1
SERPINA7
RFX8
POLQ
SHLD2
UROS
NONO
COQ8A
ALX1
DRD5
OR2B8P
SPOPL
EFS
KLHL33
ALAS1
HOXD13
TLR7
BCL3
LIPJ
IFNA13
KCNG3
NACA
PAX7
ZNF100
GSTZ1
ERG
ACTA2
PLIN3
LPAR6
NOX1
ARHGEF11
RFC5
KHSRP
IGKV2D-29
BAMBI
SERPINA10
LOC102724428
MYL4
FSD1L
NAT8L
PCMT1
SPCS1
TRAV4
FABP6
FGF8
PISD
LRGUK
PARP9
HOXB13
ATG16L1
TNNC2
MVP
PPIL3
LIAS
PRL
USP4
OR6A2
PVALB
TRMT13
SLC38A3
LRFN2
CHRM4
TFF1
NR4A2
PTTG1
TMPRSS2
EMX2
NMNAT2
TBC1D4
CAMK2B
KPNA2
COCH
SLC25A30
GABRA1
TSSK1B
ZBTB49
TSTD2
NRBP1
ISLR2
NFIC
PLAT
HNRNPH1
TRIM9
USP46
PITX2
TRGV2
DESI1
SNX6
LRP1
NADK
CCDC62
SPOCK3
IRX3
WFDC13
SLC29A3
TMPRSS4
TBX4
SLC25A14
INSL6
SLC44A2
SMN1
ELOVL2
TNFRSF8
PROK2
OR8G2P
GPHB5
ZBTB1
TMEM94
UBOX5
UHMK1
RNF4
SLC6A19
TRAV17
FAR2
SLC25A27
PAK5
TRBV27
TRBV10-2
GNL3
NLRC3
ZNF394
HILPDA
ALDH1A1
OR4C11
GYPC
PPIC
FZD5
SGMS1
COL4A5
EFNA2
CEBPG
SLC25A46
SLC35F1
NDUFB5
SPIC
UCHL1
OR52B1P
MMD
CD59
GRK1
LY6D
ALG1
ADGRD1
PRR11
SSC5D
AMTN
KCNH1
RNASE13
FBLN2
WFDC3
CCS
AOPEP
SDC4
IL20
EEF1AKMT4-ECE2
ZNF224
PRODH
OR4C3
NUP93
GLCCI1
ARID1B
ACOT7
COPS7B
FCER2
OR4C13
TFCP2L1
OAT
SPRYD4
NLGN3
APOBEC3C
RPL24
PPP1CA
NPS
C1QA
LTK
KRT1
DNMT3A
HYOU1
C8G
NOX5
ENDOU
DCBLD1
TCF19
PADI2
SFTA2
WFS1
ACY3
ADH5
PHPT1
OR1N1
GREM2
GUCY2F
ARSF
GOT1
BCL2L13
CTSE
XRCC3
EIF1AX
SLC26A8
TGS1
ATP6V0A2
FPGS
SLC18B1
PIK3R3
PRSS41
HCN2
OR9Q2
COPS6
JAKMIP2
PPP1R1B
ADIPOQ
ETV7
NOS1AP
BARX2
IDNK
GABRA4
CCL2
GNRHR2
INIP
GPR88
CASK
RABGAP1L
SEMA3C
MUC16
LRRC55
AIFM3
NDRG1
RNASE3
DGKQ
OR5M13P
CRISP3
FLNC
PUS1
TRBV5-5
ZNF816
ARRB2
USP17L24
NDFIP1
IRF9
AHR
TPMT
SNX1
MLANA
GLI2
TCF7L1
OR5J1P
DAND5
MFSD4B
OR4A13P
OR52D1
STYX
IGHV1-46
CYP2C8
SLC16A5
CRB1
PODNL1
SP110
TRAV6
PARP16
BTLA
USP13
DDX17
CCR8
POTEI
FGF7
NKX1-2
EIF5A
HEXB
BCAT2
ATP1A4
RRAD
IGHV3-23
ELOC
PTPRK
CRISP2
AIMP1
HAPLN4
ATP5F1A
IGKV3D-15
DMGDH
DERA
RFX6
SHMT2
NYNRIN
AKT1S1
OR4X2
CHRNA3
SERPINB12
MEP1B
PTPRR
FOXA3
RAX
FCRL6
PRG4
PSEN1
SLC6A2
ZNF496
SLC35B1
OR2V1
CYP1B1
MEOX1
HNRNPH2
RELN
TREM1
NDUFS8
IFNAR2
SMARCA4
STX4
PTGR2
GTF2H5
TXNL1
OR10G8
ANGPT2
SDE2
ASTN1
TBX5
SBNO2
BRAT1
VN2R1P
SLC35G1
TMPRSS11A
PLA2G4A
HMGA1
DDI1
NOD1
HEG1
SLCO2A1
TOP2B
PNPLA6
CAD
MTF1
COPS8
MSH2
CXCR2P1
HTR1D
ADRA2A
RARS1
GRIPAP1
ASGR1
LGI1
UCP3
GSTCD
OR1C1
TRPC3
TNFRSF13C
TTYH3
ADAMTS20
TCF21
SPSB4
H3-3A
CHMP4B
PLP2
OR4F15
OR5BS1P
SH3BP2
SFTPB
CHST5
OR13C4
CD200R1L
TPTE
KIR2DS3
KRT7
CXCR1
DEFA4
IRS4
KCNH3
METTL14
MRAS
MAP3K6
CDC14A
AKIP1
DNAJC3
VAMP4
TAF9B
PTPRG
LANCL1
MMP2
LYPLA2
LILRB1
SUMO1
OR2A1
RAB38
IGSF3
OR10A6
STAM2
SOHLH1
GDF1
DIABLO
HTR2B
AKAP12
OR9I1
AADAT
HPGD
ESX1
CCDC80
L3MBTL1
SESN1
OR5H2
WNT7A
NAALADL2
TP53
SPACA3
TAL2
SENP8
UGCG
GLRA4
STRA6
MSI2
THBS3
GRB14
MED22
BIRC8
PI4KAP2
GSTT2
OR2M1P
RXFP1
PLA2G4D
PGLYRP4
PSMA8
MPG
CYP7A1
PSMA1
ARTN
BRSK1
UBE2L5
OR5H14
GRHL2
AMD1
CDC5L
RRAS2
OR5B21
PTN
ATF1
TNFRSF6B
LY6E
ACSS2
HNRNPD
OR6S1
GM2A
TAS2R5
TBP
NPAS3
AGA
MYH6
PPIP5K2
OR51C1P
OR7G1
GALR2
MDK
CES4A
TRBV20-1
OR51G2
S100A1
CRPPA
TMEM38B
SELE
SPINT3
LARS1
EED
THBS4
DENND2B
PYY
TNS4
APOBR
ZNF449
MESP2
MNX1
ZNF620
YWHAG
GPR146
CPA3
DGKA
MTMR11
PSMC2
SNCAIP
GALM
MUC5AC
SV2A
MAFA
MBOAT7
CDCP1
OR6P1
LHFPL5
COL24A1
PTGER2
TMX1
KLF2
CELF1
OR5F1
GSKIP
CHKA
FAAH
CD276
RAB13
TUBA1B
IL1F10
HYKK
OR51H1
SLC15A3
CDK4
CLEC14A
NAGK
ZRANB2
TNFRSF1B
MYBPC1
PRDM10
C9
IRGC
LAT2
WIPI2
TRBV11-3
SLC5A9
POT1
HIF1AN
FXYD7
PIGG
SACM1L
OR6K2
EXTL2
UBE2U
TH
OBP2B
ORAI1
MIR1264
MFSD5
PDPK1
COL3A1
ADGRL1
SMAD2
NTF4
SS18L1
GLB1
PPP3CA
GP5
DPF2
AQP9
RPS19
MAGEC2
MYORG
RGCC
BATF
OR13H1
TYK2
HCN4
DIO2
TRPS1
PRKG2
CHKB
NPY6R
HHAT
FKBP4
ID2
NDUFC2
ATF7IP
HIVEP1
CERKL
RAC1
FUT8
BRCA2
TOP2A
RNF5
ATG14
UGT2B15
SUPT16H
IGF2BP2
TMEM184C
CLIC4
IGKV2-30
PAX1
LSS
TBC1D13
NFKBIA
MFNG
OR4E2
LEP
IMPG2
ERC1
OR13C6P
PTPN5
SLMAP
MGMT
WDR72
ASGR2
OTOP2
TRPM2
IL1B
ST3GAL4
CST3
ELOVL3
HIVEP2
RNASE8
LHFPL6
OR5L1
TGM4
CRIP2
ALDH18A1
POLR3G
TRAF5
UFSP1
PNPLA3
PBK
MRSD
FGFRL1
OR10P1
IMPA2
PRDM6
DUX4
GREM1
ITGB6
UGP2
NUP188
PRRT2
SLC14A1
PAN3
IL2RA
MALT1
MGAT3
CTSD
QRFP
INHBB
IGFBP2
TTR
STAP2
NT5C1A
BAIAP2
TMTC3
TRIM75
HCA1
YME1L1
ITGA10
MAPK10
B4GALNT1
DYRK2
EP400
GPR12
CMYA5
TRBV7-2
CACNB1
SLCO1B3
PSIP1
USP9Y
ZBTB7A
CCT3
NPY
HNRNPL
GBAP1
TNFRSF25
SPRED1
OR2B11
ZHX2
OXER1
SLC35A3
ENPP1
PGPEP1
FRK
BEX1
OR4C46
KIR2DS1
TPT1
GSK3A
C8orf44-SGK3
MAP3K11
GABRA3
TMEM63A
SIGLEC7
DHRS13
IGL
OR51A1P
CEACAM5
SCUBE3
ALDH3A1
GID8
RGS5
LXN
EIF2AK1
TAF12
SPINK2
MPP3
TSPEAR
SYNJ2BP
SLC35D1
FCGR1CP
TCN1
ALX4
UQCRC1
USP38
DSTN
OR10W1
ISCU
TRBV7-8
SECTM1
GALNT9
TRG
OR51Q1
DUSP3
PKDREJ
MED26
CLEC3B
SLCO1A2
MEP1A
CACNG6
EIF6
SC5D
CD74
JAML
TACR3
SCAP
NR4A3
TRBV7-6
COL5A3
COMP
PEX13
IDI1
PSMB1
CPNE3
ATG10
ANGEL2
UBE3B
CPZ
PSG4
C2orf88
WNT4
GPBP1
SLC22A6
ACKR3
AARS1
TBC1D23
CDKN2D
RHBDF2
DNER
TPSG1
TMEM97
NRROS
CLEC2D
UFM1
FAM20A
OR2AP1
RAB8B
IL6ST
HECTD1
HCRT
TMEM256-PLSCR3
DAB2
PPIH
SMAD4
CPS1
CCL7
TAF6L
MT1JP
OR11G2
MYRF
GLRA2
RPL18
SEC31A
CASZ1
OR52M1
SFTPA2
GMFB
CD86
CHRNA5
BMPER
GPR42
NR1I3
OR1G1
DKKL1
FUT3
TALDO1
PTHLH
DNPEP
SULT4A1
ADGRE2
SLC5A12
TGFB1I1
SLC16A14
CARD17P
EDEM2
USP24
KCNAB1
P4HB
NUMA1
CEL
PENK
DAG1
IFNA4
EEF1AKMT4
PRLH
PANX3
PRSS3
BPNT2
CHAD
SCLY
SLC14A2
SIK2
NPEPPS
ATP6AP2
IDH1
SCNN1A
SLC15A5
NR1D2
TMC2
OR10K1
CLEC7A
ATG3
PATE4
PTDSS2
CTPS1
HSD11B1L
OXGR1
ADCY4
ADGRA1
COQ4
RABGGTB
ABCA7
SLC39A11
TRAP1
FOXH1
PURA
AFF4
SNW1
UPK3A
IGK
PPFIA4
UTS2R
FANCF
MPO
ATP13A2
MR1
ATP6AP1
PSMG3
TNFRSF18
HHIPL1
CRYL1
WDR48
CRYBG3
VWA5A
ERICH3
RNF43
BAG6
LCOR
SALL2
BRSK2
GCKR
CYB5R1
GPRC5A
CAPN7
AKAP6
CYB5R2
FAM120A
DHRS4
CSF3
SCN3A
MFSD11
PSG2
OR51B6
NGLY1
GTF2F1
CLEC11A
OPRPN
SPECC1L
APOBEC4
TBX22
PEDS1
L2HGDH
WDR5
POLB
AGPS
ATP6V0B
CST9L
EXOC4
LARGE1
FIP1L1
TAS2R19
TAS2R20
NECTIN4
FCAR
BIRC3
TRAIP
AURKB
MAGEA4
CCAR1
HTR5A
PEX3
PLOD3
ALDH8A1
CDK1
LTB4R
TGM1
CARD11
CCM2
RIT1
EFNA3
GPD1
SEC14L2
PYGM
CDKN2B-AS1
GBA1
TRPV6
C1QL1
ATP23
FOXD2
NDUFAB1
CNTNAP4
CSRNP2
DDO
SDR9C7
CCNY
CD8A
HS3ST2
IL13RA2
TRPV4
TRA
PXK
GP6
MSLNL
PAK2
B3GAT1
ACOT9
FANCE
TMIGD2
CRTC3
KCNK17
FERMT2
ZNF19
LPP
OR52N4
GPC3
EVX2
CDC42BPA
OR1E3
PSMD4P1
ATP6V1G1
B3GAT3
ATG4D
SQOR
CD52
OTUD4
CRYGB
JAG2
PLA2G15
CBY1
GAS6
IRAK3
CLCC1
SPHK2
JAKMIP3
RPL31
STAR
TRPM8
ASPRV1
RBBP9
ACTR8
MED25
VAV3
PPP2R5C
TMPRSS11F
TFAP2A
FURIN
NR1D1
DCAF4
IDH3B
TARP
ECT2
AJAP1
CXCL12
SCGB3A1
ACVR2A
LIPN
SLC9A6
PRSS55
ITLN1
POU2AF1
MS4A1
FABP7
EIF4E2
PDE11A
PCDH19
FIZ1
MTNR1A
COX7A1
TRPM3
WIPI1
P2RY10
HNRNPU
SLAMF9
POU1F1
KIR3DS1
NLRP1
CTSV
SMARCA5
ATP10A
PECR
GNAT1
CSRNP3
NRIP1
MLLT6
REST
IGLV11-55
CD8B2
PSMD13
SOX1
ITGB8
RBKS
TAF5
STX1B
BTN2A1
ACR
RAD17
SCN10A
SULT1C4
ENTREP3
PGA3
PEPD
FN3KRP
OR1E2
GMPR2
GPX4
CDH11
BOC
HAPLN1
DNM1
PLCD3
HACD3
GRN
MFAP3
IBTK
C4A
FGF14
GALNT3
FOXO3
CTDSPL2
MESP1
FCGRT
POU4F1
CYP1A1
RPL41
SIGLEC8
ZFP2
MYOG
OR2K2
CYP11B1
VN1R17P
FOXP2
PARP14
TRMT5
IRS1
AWAT1
KRT12
FOXF1
PHF1
HGF
CSNK1G3
SLC12A1
DPT
CAMK2N1
HNMT
MICA
OR10H1
NCR3
PRDM11
MPP1
PHOSPHO1
NAXE
GPR183
SIGLEC10
THOP1
ZNF134
PRSS45P
FGD4
VSIR
GNPTAB
MTMR8
FAT1
OR7E87P
ZP4
OR6Y1
SLC28A2
ALG9
SLC11A1
TMIE
SLC5A10
OR10A5
MT1IP
P2RY11
ADCY10
LRRK2
ONECUT3
OR2J4P
GLA
CNNM1
SLFN11
OR7A10
KRT19
TENT4A
NEDD9
CA12
HOXB9
PARD6G
SUPT20H
FAM111A
GTF3C3
TEX14
MAD2L2
ICMT
JADE3
PSG11
SEPHS1
OR10A3
CD300A
C1QB
METAP1
RAB32
GRIK3
MMP1
CLASRP
CXCL6
CDK17
ATP2B3
OR1J4
TEX10
TRIM16
EPC2
CSPG5
PSKH1
RTN4R
VAMP5
CFL1
GID4
OR5K4
RAD51
PDS5B
GRM4
UBE2L3
EGFR
DCLK3
PLA2G5
AVPR1B
RAB33B
LRRC4
PIGL
CSMD1
KCNJ11
ADGRE4P
PPP2R3B
TRAV13-1
ENPP3
GATA4
OR4D11
IKZF4
TRIM35
SIRT2
MCM2
CALML5
DPP10
INPP5E
ROR2
RGL4
FASTKD5
C1QTNF9
TSHB
SUMO4
GPNMB
RBM5
STT3B
ADGRF4
PDIA6
IP6K1
CLIC1
SLC17A6
COQ7
PRH1
F2
REXO1L1P
RNASE1
FKBP1C
KTN1
HDC
OR8J2
PLA2G2F
RNF25
TIMELESS
CYP2S1
HOXC4
HMGB1
TUBB8B
EML4
FASLG
OR5M10
LHX3
OR8B2
KCNMB1
HOXC13
SULT1B1
ABCC4
PLK5
PDE9A
ATP5F1D
GUSBP1
DFFB
IL11
SLC6A17
CEACAM3
OR9A4
SLC25A29
ATE1
SP4
WDR6
CLK4
TAF4B
CPNE1
MED18
PPP4R1
SLC2A2
TRBV11-1
CGB8
KLRC2
IRAK2
TPSAB1
TAF4
AFF3
TAX1BP3
SREBF2
IGLV5-37
TOP3A
GPS2
PACSIN1
ZNF697
TMED2
ATPAF2
LMNA
CTRL
PHB1
PTPRU
CACNA1G
CHR
PLAUR
KARS1
FLCN
PSTPIP1
TGFA
KAT2A
MEX3C
TXNDC12
MME
TRAV1-1
SPINK9
WFDC12
FUT4
SCNN1G
GRIN2D
NHERF2
EPOR
PRKAB1
CLDN3
TRPC5
CBL
SPI1
ACSL3
OR7E8P
AKNAD1
PM20D2
TIGAR
OR5T1
DSP
RBBP8
CEP43
GDF11
GTF2H2C
SFRP1
SEM1
DHRS11
OR6C1
MRGPRX1
SLC26A5
PTGER4
NTN4
FXN
TRIT1
GABRB1
STK33
USP26
CBFA2T3
ATP6V0D1
OR52B6
HDAC1
SPSB1
CD4
SNAP25
KHK
DNTT
FGFBP2
COX8A
TAOK3
USP17L22
CAST
UGT2B7
SCGB3A2
CLCA3P
SCNN1D
FETUB
CD163L1
CPQ
PIP5K1B
TAF10
CCND3
IGH
OPN1MW
RBX1
EEA1
CD163
WNT6
OR1D5
NHLH2
NOC2L
MYLIP
CHST14
VWA3A
CNTNAP5
FCRL4
ELOVL5
CEP170
GCNT3
POLR2A
SLC2A4RG
PGC
GOLPH3
PIGM
DEFB105A
KCNIP4
PEX10
CBLB
MXRA8
KCNT2
PMM2
RGS4
ENY2
CAPNS1
BCL11B
RPL28
CREB1
ERCC2
NDUFV1
CHRNA6
PLCB2
OR8K5
MORC3
GSTM3
TWIST1
H4C16
ZEB1
KCNJ16
PROX1
FKBP9
LCP2
E2F1
ADRB2
OMA1
HSPB6
TRAV9-1
KIAA1549
HOXC11
BCR
LRP2
IGLC2
HLA-DQA2
SERPINA2
CFHR2
OR10H2
PRSS44P
CD70
PROM1
UHRF1
MT-ND6
TFEB
SLC23A2
ENC1
SIRT6
RETN
LINC01194
NAT2
DUSP5
LGALS7B
B3GNT3
GNLY
CPD
SMARCD3
SLC52A1
SNORD68
NME7
RPL37
NEUROD6
USP34
TYRL
PPM1F
HNF4G
TUBB8
KLKB1
ITGA8
MCEE
PIK3R2
NARS2
NFX1
OR1F12P
DPP3
CRX
TOP1
PAQR3
PPARG
MCAT
SALL4
GSTO1
OR4D9
TRDV2
TMED9
LRRC4C
OLFML2A
CYCSP5
FIBIN
KCNB2
MS4A3
LEF1
ANGPT4
NFKBIZ
H2BC12
GPR148
PPIB
COL17A1
HUS1
GDF6
TAS2R41
EFEMP1
PRAME
SCPEP1
SLC25A26
OR8K3
PAEP
LPXN
ISX
DLL4
OR9K1P
ICA1
IGLV7-43
CD53
REXO4
CNGB3
NEK4
FOSB
SGMS2
ASIP
HTR1F
MT3
SLC16A1
CITED2
ECRG4
FAM3B
ZZZ3
OR5E1P
OR13C3
KDM5A
CHCHD2
MAN2C1
CD40LG
MAP4
H4C8
HEBP1
UGT2B11
MUTYH
TRDV1
TPI1
BTNL8
IL10RB
PGAM5
AMBN
HRH3
CNGA2
OR2G3
FOXO4
TRBV7-1
MLC1
TRBV11-2
RPN1
PTPRH
PIK3CD
CDC42EP5
PSME3
MPZ
CCN6
OR9A1P
ADCY10P1
TMSB4X
ZYX
APBA1
VRK2
OR5L2
CCL14
NTRK3
ARPC5
RUNX2
CGB5
B4GALT2
TRIM60
NLGN2
SLC19A2
TNR
CTSC
PYGB
TULP2
GGTLC2
